filepath,label,session_id,sensor,position,layer,param,fold
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251003_133647_A35W_15-2 [16384].bmp,Dent,251003_133647,A35W,15,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251003_133647_A35W_2-2 [16384].bmp,Dent,251003_133647,A35W,2,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251003_133647_A35W_5-1 [1024].bmp,Dent,251003_133647,A35W,5,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251003_133647_A35W_7-1 [1024].bmp,Dent,251003_133647,A35W,7,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251003_133647_A35W_9-1 [1024].bmp,Dent,251003_133647,A35W,9,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251003_135630_A35W_2-3 [16].bmp,Dent,251003_135630,A35W,2,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251003_135630_A35W_24-1 [1024].bmp,Dent,251003_135630,A35W,24,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251010_083430_A35W_1-1 [1024].bmp,Dent,251010_083430,A35W,1,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251010_083430_A35W_3-1 [1024].bmp,Dent,251010_083430,A35W,3,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251010_083430_A35W_5-1 [1024].bmp,Dent,251010_083430,A35W,5,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251010_084003_A35W_2-3 [16].bmp,Dent,251010_084003,A35W,2,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251010_084003_A35W_3-2 [16].bmp,Dent,251010_084003,A35W,3,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251010_084003_A35W_5-2 [16].bmp,Dent,251010_084003,A35W,5,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251010_084003_A35W_6-2 [16].bmp,Dent,251010_084003,A35W,6,2,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_135417_A35W_1-3 [262144].bmp,Dent,251014_135417,A35W,1,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_135417_A35W_11-1 [1024].bmp,Dent,251014_135417,A35W,11,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_135417_A35W_15-1 [16].bmp,Dent,251014_135417,A35W,15,1,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_135417_A35W_28-1 [1024].bmp,Dent,251014_135417,A35W,28,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_135417_A35W_3-2 [16].bmp,Dent,251014_135417,A35W,3,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_135417_A35W_4-2 [16].bmp,Dent,251014_135417,A35W,4,2,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_135417_A35W_6-1 [1024].bmp,Dent,251014_135417,A35W,6,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251014_141452_A35W_3-3 [262144].bmp,Dent,251014_141452,A35W,3,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251016_140741_A35W_1-3 [262144].bmp,Dent,251016_140741,A35W,1,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251016_140741_A35W_3-3 [1].bmp,Dent,251016_140741,A35W,3,3,1,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Dent\251016_140741_A35W_7-2 [16].bmp,Dent,251016_140741,A35W,7,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_1-1 [1024].bmp,Loose,250825_152739,A35W,1,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_10-3 [16].bmp,Loose,250825_152739,A35W,10,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_11-3 [16].bmp,Loose,250825_152739,A35W,11,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_12-3 [16].bmp,Loose,250825_152739,A35W,12,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_13-3 [16].bmp,Loose,250825_152739,A35W,13,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_16-2 [16384].bmp,Loose,250825_152739,A35W,16,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_17-2 [16384].bmp,Loose,250825_152739,A35W,17,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_18-2 [16384].bmp,Loose,250825_152739,A35W,18,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_19-2 [16384].bmp,Loose,250825_152739,A35W,19,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_2-1 [1024].bmp,Loose,250825_152739,A35W,2,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_20-2 [16384].bmp,Loose,250825_152739,A35W,20,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_5-1 [1024].bmp,Loose,250825_152739,A35W,5,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_6-1 [1024].bmp,Loose,250825_152739,A35W,6,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250825_152739_A35W_9-3 [16].bmp,Loose,250825_152739,A35W,9,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250827_104700_A35W_3-1 [1024].bmp,Loose,250827_104700,A35W,3,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250827_104700_A35W_4-1 [1024].bmp,Loose,250827_104700,A35W,4,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250827_104700_A35W_6-2 [16384].bmp,Loose,250827_104700,A35W,6,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250827_104700_A35W_8-3 [16].bmp,Loose,250827_104700,A35W,8,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250907_140040_A35W_5-1 [1024].bmp,Loose,250907_140040,A35W,5,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250907_140040_A35W_6-1 [1024].bmp,Loose,250907_140040,A35W,6,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250907_140040_A35W_7-1 [1024].bmp,Loose,250907_140040,A35W,7,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250907_140040_A35W_8-1 [1024].bmp,Loose,250907_140040,A35W,8,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250907_142008_A35W_1-1 [1024].bmp,Loose,250907_142008,A35W,1,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250907_142008_A35W_4-3 [16].bmp,Loose,250907_142008,A35W,4,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_161939_A35W_14-2 [16].bmp,Loose,250930_161939,A35W,14,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_161939_A35W_15-1 [1024].bmp,Loose,250930_161939,A35W,15,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_161939_A35W_16-3 [16].bmp,Loose,250930_161939,A35W,16,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_161939_A35W_4-1 [1024].bmp,Loose,250930_161939,A35W,4,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_161939_A35W_5-2 [16].bmp,Loose,250930_161939,A35W,5,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_161939_A35W_6-3 [16].bmp,Loose,250930_161939,A35W,6,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_1-1 [1024].bmp,Loose,250930_170029,A35W,1,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_10-2 [16].bmp,Loose,250930_170029,A35W,10,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_11-2 [16].bmp,Loose,250930_170029,A35W,11,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_14-3 [16].bmp,Loose,250930_170029,A35W,14,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_15-3 [16].bmp,Loose,250930_170029,A35W,15,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_16-3 [16].bmp,Loose,250930_170029,A35W,16,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_18-3 [16].bmp,Loose,250930_170029,A35W,18,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_2-1 [1024].bmp,Loose,250930_170029,A35W,2,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_3-1 [1024].bmp,Loose,250930_170029,A35W,3,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_4-1 [1024].bmp,Loose,250930_170029,A35W,4,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_7-2 [16384].bmp,Loose,250930_170029,A35W,7,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_8-2 [16384].bmp,Loose,250930_170029,A35W,8,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\250930_170029_A35W_9-2 [16384].bmp,Loose,250930_170029,A35W,9,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_1-1 [1024].bmp,Loose,251003_130559,A35W,1,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_14-3 [16].bmp,Loose,251003_130559,A35W,14,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_16-3 [16].bmp,Loose,251003_130559,A35W,16,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_17-3 [16].bmp,Loose,251003_130559,A35W,17,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_2-1 [1024].bmp,Loose,251003_130559,A35W,2,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_3-1 [1024].bmp,Loose,251003_130559,A35W,3,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_4-1 [1024].bmp,Loose,251003_130559,A35W,4,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_130559_A35W_5-1 [1024].bmp,Loose,251003_130559,A35W,5,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_133647_A35W_17-1 [1024].bmp,Loose,251003_133647,A35W,17,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_133647_A35W_18-1 [1024].bmp,Loose,251003_133647,A35W,18,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_133647_A35W_4-1 [1024].bmp,Loose,251003_133647,A35W,4,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_133647_A35W_8-1 [1024].bmp,Loose,251003_133647,A35W,8,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_1-1 [1024].bmp,Loose,251003_135630,A35W,1,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_11-2 [16384].bmp,Loose,251003_135630,A35W,11,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_14-1 [1024].bmp,Loose,251003_135630,A35W,14,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_17-1 [1024].bmp,Loose,251003_135630,A35W,17,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_18-1 [1024].bmp,Loose,251003_135630,A35W,18,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_20-1 [1024].bmp,Loose,251003_135630,A35W,20,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_21-1 [1024].bmp,Loose,251003_135630,A35W,21,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_22-1 [1024].bmp,Loose,251003_135630,A35W,22,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_23-1 [1024].bmp,Loose,251003_135630,A35W,23,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_3-2 [16384].bmp,Loose,251003_135630,A35W,3,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_4-2 [16384].bmp,Loose,251003_135630,A35W,4,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_5-1 [1024].bmp,Loose,251003_135630,A35W,5,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251003_135630_A35W_7-3 [16].bmp,Loose,251003_135630,A35W,7,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085148_A35W_2-1 [1024].bmp,Loose,251010_085148,A35W,2,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085148_A35W_3-1 [1024].bmp,Loose,251010_085148,A35W,3,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085148_A35W_4-2 [16].bmp,Loose,251010_085148,A35W,4,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085148_A35W_5-2 [16].bmp,Loose,251010_085148,A35W,5,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085148_A35W_6-2 [16384].bmp,Loose,251010_085148,A35W,6,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085534_A35W_1-3 [16].bmp,Loose,251010_085534,A35W,1,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085534_A35W_2-3 [16].bmp,Loose,251010_085534,A35W,2,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251010_085534_A35W_3-3 [16].bmp,Loose,251010_085534,A35W,3,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_10-3 [262144].bmp,Loose,251014_141452,A35W,10,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_11-1 [16].bmp,Loose,251014_141452,A35W,11,1,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_12-3 [262144].bmp,Loose,251014_141452,A35W,12,3,262144,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_14-1 [16].bmp,Loose,251014_141452,A35W,14,1,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_15-3 [262144].bmp,Loose,251014_141452,A35W,15,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_16-1 [16].bmp,Loose,251014_141452,A35W,16,1,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_18-1 [16].bmp,Loose,251014_141452,A35W,18,1,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_19-2 [16].bmp,Loose,251014_141452,A35W,19,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_21-3 [262144].bmp,Loose,251014_141452,A35W,21,3,262144,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_24-1 [16].bmp,Loose,251014_141452,A35W,24,1,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_25-3 [262144].bmp,Loose,251014_141452,A35W,25,3,262144,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_26-1 [16].bmp,Loose,251014_141452,A35W,26,1,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_27-1 [16].bmp,Loose,251014_141452,A35W,27,1,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_28-3 [262144].bmp,Loose,251014_141452,A35W,28,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_4-3 [262144].bmp,Loose,251014_141452,A35W,4,3,262144,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_5-3 [262144].bmp,Loose,251014_141452,A35W,5,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_6-3 [262144].bmp,Loose,251014_141452,A35W,6,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_7-1 [1024].bmp,Loose,251014_141452,A35W,7,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_8-2 [16].bmp,Loose,251014_141452,A35W,8,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251014_141452_A35W_9-1 [16].bmp,Loose,251014_141452,A35W,9,1,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_10-2 [16384].bmp,Loose,251016_140741,A35W,10,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_11-3 [262144].bmp,Loose,251016_140741,A35W,11,3,262144,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_14-2 [16].bmp,Loose,251016_140741,A35W,14,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_15-2 [16].bmp,Loose,251016_140741,A35W,15,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_16-1 [16].bmp,Loose,251016_140741,A35W,16,1,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_17-1 [16].bmp,Loose,251016_140741,A35W,17,1,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_21-1 [16].bmp,Loose,251016_140741,A35W,21,1,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_22-1 [16].bmp,Loose,251016_140741,A35W,22,1,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_4-3 [262144].bmp,Loose,251016_140741,A35W,4,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_140741_A35W_6-1 [16].bmp,Loose,251016_140741,A35W,6,1,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_145335_A35W_11-1 [1024].bmp,Loose,251016_145335,A35W,11,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_145335_A35W_12-1 [16].bmp,Loose,251016_145335,A35W,12,1,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_145335_A35W_13-3 [262144].bmp,Loose,251016_145335,A35W,13,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Fail\Loose\251016_145335_A35W_6-1 [1024].bmp,Loose,251016_145335,A35W,6,1,1024,0
